Country,Code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Luxembourg,LUX,364.325,365.3188,365.5062,365.665,366.049,366.832,368.6412,371.0625,373.8125,377.65,382.4875,387.65,392.8188,398.1562,403.6063,409.3687,414.8813,420.1,425.3625,431.2563,436.975,442.1562,446.7062,452.4625,458.8788,466.14,473.5241,480.9445,489.8621,498.8538,508.1747,519.9731,532.4692,544.9396,557.9788,571.2649,585.2603,597.7533,609.4357,621.5277,631.4968,641.3969,655.0295,667.8347,677.9916
Latvia,LVA,--,--,--,--,--,--,--,--,--,--,--,--,2607.172,2557.693,2515.701,2481.174,2454.144,2429.835,2407.326,2388.29,2364.008,2333.117,2307.477,2285.097,2259.772,2236.067,2215.977,2198.196,2173.7,2136.377,2091.817,2055.985,2031.696,2009.852,1991.86,1975.384,1957.181,1940.281,1925.372,1912.285,1898.643,1882.307,1880.289,1876.054,1861.565
Macau,MAC,246.097,252.505,261.055,270.503,280.557,291.277,302.67,314.62,326.905,339.223,351.123,362.267,372.248,381.327,390.122,398.693,407.029,415.069,422.81,430.252,437.309,445.125,456.014,469.053,482.2,495.411,508.747,522.275,535.93,549.483,562.806,575.633,587.446,598.743,610.304,622.179,634.312,646.554,658.772,670.974,683.067,694.402,704.356,713.912,720.262
Morocco,MAR,19459.94,19985.4,20520.32,21060.7,21593.78,22113.95,22600.8,23054.39,23500.52,23939.41,24375.55,24799.01,25212.47,25614.59,26000.82,26399.43,26808.11,27213.34,27621.65,28027.18,28423.44,28814.64,29198.14,29571.41,29953.02,30358.14,30771.18,31186.47,31606.77,32030.78,32467.02,32912.59,33355.24,33787.57,34204.78,34607.59,35023.46,35446.39,35839.76,36210.9,36584.21,36954.44,37329.06,37712.5,38081.17
Moldova,MDA,--,--,--,--,--,--,--,--,--,--,--,--,4356.9,4345.6,4350.5,4345.7,4331.9,4317.5,3655.6,3649.9,3644.1,3635.1,3627.8,3618.3,3607.4,3600.4,3589.9,3581.1,3572.7,3567.5,3563.7,3560.4,3559.5,3559.5,3557.6,3555.2,3553.1,3550.9,3547.5,3542.7,3493.267,3441.646,3460.093,3490.921,3454.375
Madagascar,MDG,9006.032,9279.011,9557.671,9843.044,10134.55,10433.14,10736.86,11047.29,11369.46,11705,12055.64,12421.41,12800.87,13197.34,13613.85,14051.28,14510.71,14990.81,15489.36,16000.51,16516.34,17032.94,17549.91,18071.85,18606.61,19159.71,19730.91,20318.58,20923.84,21547.28,22183.34,22822.3,23462.44,24109.29,24764.35,25426.7,26099.95,26788.38,27494.93,28219.55,28953.56,29691.08,30437.26,31195.93,31964.96
Maldives,MDV,164.835,169.532,174.333,179.128,184.198,190.169,196.935,203.944,210.885,217.738,224.762,231.802,238.543,244.884,250.822,256.649,262.347,267.707,272.723,277.412,282.019,286.767,291.616,296.491,301.413,306.429,313.851,324.479,336.17,348.275,360.792,373.674,386.818,400.07,413.617,428.154,443.308,458.287,473.099,487.731,502.118,516.154,524.106,525.994,527.799
Mexico,MEX,67300.34,68892.11,70433.26,71971.24,73506.84,75043.41,76585.64,78136.65,79695.52,81247.19,82820.17,84430.58,86044.81,87653.8,89259.2,90862.45,92452.7,94021.2,95575.25,97115.71,98625.55,100099.1,101548.6,102978.5,104394.1,105811.5,107253.7,108774.3,110374.3,111999.8,113623.9,115243.5,116818.2,118343.6,119784.2,121072.3,122251.4,123400,124573.7,125763,126799,127648.2,128613.1,129739.7,130861
Middle East,MIDE,92190.6493,96275.1695,100524.7797,104364.834,108341.3232,112299.3295,116439.7612,120777.9909,124963.3877,129114.1965,132698.4322,136511.328,140777.0598,144161.9776,147426.9974,151006.7282,154619.1669,158377.0235,162306.1084,166344.2203,170466.2549,174918.0254,178910.303,183117.371,188121.148,193443.398,199075.009,204777.799,210305.939,215651.758,220950.445,226676.235,232530.982,238559.773,243751.124,249663.586,255160.893,259290.191,262582.395,266547.245,271661.3,274962.443,281875.704,289342.266,296307.043
North Macedonia,MKD,--,--,--,--,--,--,--,--,--,--,--,--,2032.523,2006.854,1992.666,1998.534,2012.553,2025.755,2037.568,2048.087,2057.253,2066.301,2074.484,2081.411,2086.581,2089.807,2089.233,2081.972,2070.834,2060.599,2051.505,2040.446,2027.289,2013.28,1997.833,1980.366,1961.259,1940.879,1919.728,1897.641,1872.015,1851.108,1840.233,1831.802,1823.009
Mali,MLI,7530.515,7692.766,7860.194,8034.4,8208.599,8374.663,8531.277,8681.164,8833.996,8999.938,9178.83,9362.888,9553.54,9754.786,9967.031,10185.37,10407.28,10646.5,10919.57,11227.42,11559.29,11912.16,12288.05,12684.96,13102.41,13538.65,13990.14,14457.78,14940.78,15435.54,15945.2,16469.05,16957.03,17459.62,18020.27,18593.02,19191.29,19813.01,20442.03,21068.4,21713.84,22388.63,23072.64,23769.13,24478.6
Malta,MLT,318.028,319.936,331.859,329.0408,330.944,337.5658,342.4239,344.7727,347.7473,351.149,358.3538,364.3286,368.0772,371.7713,375.206,377.6649,380.2796,383.1368,385.5641,387.8733,390.419,393.4312,396.3004,398.9029,401.6176,404.1249,405.3846,407.001,409.7657,412.8641,414.6283,416.5871,419.9948,425.6465,434.8116,445.5738,455.7225,469.0388,486.1689,506.6474,515.6487,518.6556,533.8471,555.421,570.8635
Burma,MMR,33227.2,33858.78,34482.96,35162.71,35899.31,36622.83,37314.88,37971.59,38600.93,39214.62,39817.25,40394.15,40950.34,41502.43,42055.14,42605.34,43154.86,43708.8,44257.79,44787.72,45290.84,45771.14,46232.65,46667.19,47068.77,47438.36,47785.14,48125.04,48390.79,48660.46,49024.38,49419.82,49837.45,50262.66,50681.63,51089.05,51495.7,51894.94,52272.25,52640.71,53016.52,53387.1,53756.79,54133.8,54500.09
Montenegro,MNE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,633.871,633.379,632.845,632.438,632.088,632.688,633.54,633.202,631.375,628.145,624.249,620.114,615.795,611.667,607.935,603.851,614.648,633.552,638.479
Mongolia,MNG,1701.335,1742.857,1785.364,1829.092,1874.349,1921.514,1970.965,2022.8,2076.322,2124.185,2164.573,2202.768,2239.123,2273.512,2305.744,2335.715,2363.465,2389.128,2412.784,2434.04,2455.182,2477.7,2500.075,2521.805,2542.793,2563.461,2584.756,2607.965,2634.424,2665.326,2701.732,2745.18,2795.459,2851.881,2913.039,2976.526,3040.812,3104.364,3167.706,3232.113,3290.785,3339.674,3386.015,3431.932,3475.54
Northern Mariana Islands,MNP,16.633,18.158,20.167,22.622,25.5,28.72,32.37,36.377,40.288,43.54,45.752,46.666,46.476,45.758,45.364,45.87,47.521,50.056,52.997,55.636,57.453,58.321,58.42,57.947,57.246,56.542,55.882,55.219,54.625,54.193,53.971,54.012,54.311,54.784,55.305,55.78,56.188,56.562,56.882,57.216,NA,NA,NA,NA,NA
Mozambique,MOZ,11336.22,11568.13,11824.37,12073.82,12315.95,12548.95,12770.58,12822.58,12800.56,12906.84,13094.54,13352.09,13613.32,14051.19,15033.85,15960.53,16492.48,16949.98,17340.46,17734.51,18129.65,18537.73,18958.34,19392.47,19840.31,20304.57,20787.09,21287.64,21819.04,22391.75,22999.24,23649.04,24337.84,25051.61,25788.48,26547.57,27337.11,28166.39,29018.64,29884.38,30783.69,31707.8,32656.25,33635.16,34631.77
Mauritania,MRT,1474.043,1516.877,1561.176,1606.746,1653.693,1702.107,1751.835,1803.014,1855.859,1903.048,1951.878,2009.738,2088.135,2174.328,2249.454,2312.017,2358.188,2411.306,2474.651,2541.698,2613.441,2678.76,2738.655,2802.046,2868.664,2939.059,3013.66,3093.059,3183.269,3284.448,3390.965,3502.811,3619.034,3734.318,3848.514,3965.959,4086.657,4210.6,4337.685,4467.708,4600.131,4734.874,4875.637,5022.441,5169.395
Montserrat,MSR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Martinique,MTQ,332.284,332.986,335.039,338.654,342.823,347.149,351.578,356.137,360.791,365.565,371,377.303,383.931,390.541,397.07,403.497,409.827,416.086,421.813,423.889,421.382,417.147,412.466,408.406,405.096,401.847,400.45,400.807,400.696,399.521,397.384,394.565,391.731,389.466,387.014,383.731,378.886,371.502,364.089,359.611,356.615,353.278,349.459,346.002,343.195
Mauritius,MUS,954.2161,969.218,983.61,997.366,1011.238,1025.063,1038.344,1051.111,1063.593,1075.982,1089.024,1103.041,1117.67,1132.393,1146.548,1159.821,1172.383,1184.299,1195.105,1205.891,1216.629,1225.801,1234.085,1242.099,1249.8,1257.215,1263.781,1269.518,1274.635,1278.972,1282.709,1286.267,1289.17,1290.984,1292.005,1292.275,1291.803,1290.655,1288.833,1286.27,1283.223,1279.623,1276.13,1273.588,1271.169
Malawi,MWI,6265.529,6516.454,6778.879,7051.709,7332.81,7620.508,7906.48,8293.174,8753.262,9176.22,9545.852,9844.227,10135.08,10284.02,10164.89,10150.12,10352.23,10562.04,10792.88,11047.8,11315.94,11593.06,11880.44,12181.57,12500.74,12840.03,13198.7,13576.34,13976.42,14395.79,14826.46,15265.02,15709.58,16161.82,16621.54,17085.59,17557.74,18039.71,18528.08,19025.75,19533.89,20047.26,20568.73,21104.48,21655.29
Malaysia,MYS,12983.36,13399.21,13832.8,14285.91,14759.01,15252.26,15760.42,16276.74,16796.61,17315,17833.17,18342.46,18834.57,19322.66,19820.45,20330.6,20850.09,21375.22,21906.71,22435.53,22967.82,23526.54,24102.48,24679.6,25256.77,25836.07,26417.91,26998.39,27570.06,28124.78,28655.78,29162.04,29662.83,30174.27,30696.14,31232.8,31789.68,32355.64,32910.97,33440.6,33889.56,34282.4,34695.49,35126.3,35557.67
Namibia,NAM,--,--,--,--,--,--,--,--,--,--,1369.303,1415.684,1461.322,1508.697,1556.304,1602.17,1646.103,1689.264,1732.745,1776.368,1818.647,1857.048,1889.97,1917.464,1942.082,1966.582,1991.888,2018.6,2047.056,2077.394,2109.811,2146.325,2194.654,2252.508,2312.139,2374.3,2439.213,2506.853,2577.327,2650.494,2728.762,2810.548,2889.662,2963.095,3030.131
New Caledonia,NCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Niger,NER,6135.971,6322.006,6512.732,6708.644,6909.971,7118.457,7335.811,7561.15,7793.748,8034.78,8286.059,8546.9,8817.633,9100.789,9398.258,9714.529,10044.85,10383.97,10741.41,11117.41,11509.63,11920.65,12349.14,12796.98,13265.84,13756.19,14268.58,14803.61,15361.92,15943.67,16548.84,17176.28,17836.77,18519.9,19215.91,19939.5,20685.75,21435.45,22188.07,22947.76,23717.61,24502.14,25311.97,26159.87,27032.41
Nigeria,NGA,73764.64,76068.1,78378.7,80438.27,82526.45,84897.97,87235.95,89591.72,92020.09,94531.01,97120.92,99720.17,102372.8,105122.1,107935.7,110819.4,113754.8,116754.8,119846.3,123047.3,126382.5,129862.6,133472,137202.7,141057,145017.2,149077.3,153267.2,157595,162049.5,166642.9,171379.6,176200.6,181049.5,185896.9,190671.9,195443.7,200254.6,204938.8,209485.6,213996.2,218529.3,223150.9,227882.9,232679.5
Nicaragua,NIC,3252.403,3345.674,3438.745,3530.282,3619.104,3706.479,3794.157,3882.164,3972.32,4066.476,4162.559,4259.637,4357.026,4453.732,4549.316,4642.931,4729.974,4809.573,4883.655,4954.018,5022.633,5087.825,5149.909,5210.963,5272.912,5342.105,5418.855,5497.243,5576.593,5656.601,5737.45,5819.051,5901.287,5983.845,6066.492,6149.417,6232.666,6316.231,6400.08,6483.657,6565.267,6644.741,6730.654,6823.613,6916.14
Niue,NIU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Netherlands,NLD,14164.5,14256.87,14319.41,14373.95,14431.62,14501.08,14582.99,14677.51,14771.38,14859.82,14966.25,15084.63,15197.92,15303.16,15393.16,15467.73,15539.65,15621.54,15720.46,15825.05,15940.9,16060.96,16159.84,16233.49,16287.72,16323.46,16349.07,16387.62,16455.64,16541.54,16625.5,16702.39,16761.11,16810.64,16873.94,16949.72,17043.11,17143.74,17244.25,17360.55,17449.98,17547.45,17728.56,17893.57,18003.57
Netherlands Antilles,NLDA,156.66,156.794,156.843,156.827,156.781,156.698,156.59,156.443,156.25,156.018,155.739,155.447,155.084,154.494,153.671,152.692,151.573,150.304,148.867,147.26,145.529,144.751,145.901,147.911,149.797,151.313,152.505,153.666,154.775,155.825,156.879,158.566,160.89,163.109,165.027,166.612,167.782,168.516,181.583,189.543,185.018,185.315,185.345,185.427,185.482
North America,NOAM,318691.061,322926.978,326961.649,330883.457,334712.781,338572.721,342561.769,346609.386,350789.889,355113.347,359811.519,365035.695,370554.72,375929.634,381062.904,386125.916,391141.792,396253.246,401278.319,406243.814,411172.909,415796.268,420257.304,424518.387,428886.622,433307.871,437911.797,442621.652,447427.341,452143.057,456775.119,461194.797,465629.664,469934.517,474239.932,478373.345,482444.84,486332.189,489981.945,493454.001,496386.962,498041.319,501372.989,506241.68,511715.096
Non-OECD,NOEC,3272524.4428,3343373.2701,3417157.9059,3491658.3902,3566520.2935,3643382.66631,3722263.107,3803522.8896,3885601.7851,3967578.8228,4199458.61971,4284384.8215,4361196.1662,4437264.9335,4512090.9398,4586588.3099,4661471.813,4735885.7411,4809772.8269,4883763.0785,4957546.6544,5031331.2014,5104478.1705,5177523.392,5251043.57731,5325275.1482,5400511.593,5476360.1386,5553047.8408,5631415.7424,5710838.7822,5800929.32659,5882567.63768,5964963.6498,6045353.8364,6122618.0715,6201425.7337,6279143.2077,6353902.1526,6426488.0662,6497264.8831,6560182.5265,6624901.3051,6689087.2426,6755727.7605
Norway,NOR,4087.3,4101.542,4116.718,4129.913,4141.536,4154.184,4169.396,4189.751,4212.287,4228.454,4243.562,4264.707,4289.592,4315.197,4339.562,4361.877,4384.18,4408.267,4434.931,4466.059,4494.083,4516.33,4541.683,4568.005,4595.523,4627.523,4665.791,4716.157,4775.972,4836.094,4897.015,4961.283,5026.748,5087.389,5144.522,5195.917,5241.692,5281.631,5315.99,5352.817,5382.448,5412.557,5465.092,5527.254,5576.46
Nepal,NPL,15553.11,15922.42,16297.99,16689.12,17085.24,17477.69,17868.12,18250.51,18638.66,19057.81,19524.57,20036.5,20609.71,21180.16,21717.48,22245.44,22741.86,23219.46,23680.36,24125.2,24546.51,24946.75,25328.98,25688.76,26016.66,26309.46,26565.43,26788.49,26990.04,27173.04,27341.95,27464.49,27534.91,27590,27672.37,27823.63,27955.46,28011.26,28079.69,28414.06,28966.57,29475.01,29715.44,29694.61,29651.05
Nauru,NRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,NZL,3152.973,3173.379,3198.605,3226.057,3252.701,3276.708,3297.979,3318.72,3342.772,3371.421,3444.224,3515.325,3517.316,3557.84,3603.145,3655.193,3712.319,3765.166,3804.175,3830.005,3850.841,3876.325,3924.356,3998.65,4067.164,4119.126,4166.591,4211.696,4248.376,4288.241,4335.422,4374.721,4401.413,4431.982,4489.613,4577.104,4677.246,4778.789,4869.602,4956.119,5047.148,5105.405,5120.348,5188.239,5282.715
OECD - Asia And Oceania,OEAO,174513.202,175953.915,177394.599,178740.071,179992.738,181230.799,182592.15,184046.349,185479.898,186863.027,188196.113,189335.698,190238.944,191131.868,192043.142,192924.865,193775.04,194621.03,195423.163,196179.051,196916.151,197693.97,198445.812,199145.291,199758.476,200308.77,200883.696,201572.008,202281.314,202974.08,203571.115,204201.342,204925.276,205611.132,206246.89,206914.149,207591.048,208183.41,208651.465,209020.515,208850.268,208353.475,207998.328,208029.299,207995.245
OECD,OECD,962236.614,971090.7788,979333.0152,987308.202,995086.093,1002976.585,1011292.1182,1019830.0845,1028721.1395,1076103.17,1086183.0965,1106829.26,1117030.5228,1142695.9332,1152171.6533,1161261.2557,1170138.9223,1179036.568,1187689.3535,1196111.2243,1204740.755,1213405.6382,1222304.4732,1231112.7455,1240006.0878,1248814.122,1257716.7781,1267175.9305,1276798.9031,1285653.9778,1294075.6187,1302338.5941,1310622.3122,1318887.1686,1327635.0258,1336922.8579,1345816.0173,1354103.9083,1362290.8147,1369958.4307,1374878.5848,1377813.3499,1383971.0855,1392651.8477,1400922.3196
OECD - Europe,OEEU,422188.547,424405.0358,426197.1862,427909.257,429600.37,431409.883,433405.9732,435451.8025,437776.5215,478422.039,481325.9825,494384.69,496985.3828,515237.0922,517521.8403,519527.9867,521420.4843,523247.017,524957.7235,526547.4573,528436.69,530680.1612,533385.5252,536279.9675,539255.4248,542179.715,545014.6351,548199.4925,551442.3151,554025.3968,556363.1997,558750.6351,561077.0622,563585.8146,566649.0918,570389.4039,573717.5713,576510.2423,579275.7747,581687.9077,582606.9688,583411.8899,585697.9265,588579.4957,590562.7346
OECD - North America,OENA,318640.95,322876.26,326910.31,330831.49,334660.17,338519.51,342508.03,346555.12,350678.39,355000.9,359698.33,364921.99,370440.56,375815.06,380947.96,386010.55,391025.98,396136.97,401161.53,406126.56,411055.15,415677.99,420138.57,424399.24,428767.16,433188.21,437792.08,442501.86,447307.38,452022.97,456654.78,461074.23,465509.24,469814.43,474120.23,478253.86,482325.33,486212.54,489862.04,493333.81,496266.5,497920.63,501252.25,506121.06,511594.62
Oman,OMN,1001.248,1057.32,1117.678,1181.459,1247.716,1325.48,1413.419,1500.996,1588.568,1676.228,1763.954,1851.473,1938.238,2021.675,2081.834,2120.528,2156.926,2190.72,2222.489,2252.909,2282.131,2310.217,2337.14,2363.796,2404.821,2459.802,2514.795,2570.174,2626.529,2684.659,2757.446,3076.763,3547.106,3833.913,4002.439,4184.895,4390.877,4537.396,4597.877,4591.241,4522.497,4500.424,4730.226,5049.269,5268.07
OPEC - Africa,OPAF,98662.206,101851.682,104997.747,107820.088,110769.981,114106.839,117404.888,120676.553,123985.709,127355.914,130780.537,134204.764,137710.337,141323.747,144963.019,148640.371,152347.525,156084.933,159846.405,163682.792,167721.607,171929.421,176225.113,180673.883,185309.063,190092.503,195017.1,200133.701,205452.612,210985.084,216700.223,222259.727,227906.91,233884.674,239883.289,245815.742,251757.574,257752.977,263604.753,269285.727,274875.487,280453.266,286121.481,291868.002,297639.262
OPEC,OPEC,175623.615,182320.449,189113.109,195125.64,201326.241,207854.106,214489.723,221221.203,227806.909,234408.267,240265.466,246229.729,252834.558,258687.971,264459.608,270612.736,276865.935,283300.806,289919.718,296702.981,303915.641,311488.122,318719.113,326297.051,334765.5,343557.191,352021.013,360170.093,369079.907,378459.946,387839.758,397414.064,407489.163,418457.147,428401.389,438895.079,448794.198,457048.789,463662.51,470351.488,478560.805,485151.956,494936.122,505035.204,514916.469
Non-OPEC,OPNO,4059137.4418,4132143.5999,4207377.8121,4283840.9522,4360280.1455,4438505.14531,4519065.5022,4602131.7711,4686516.0156,4809273.7258,5045376.25021,5144984.3525,5225392.131,5321272.8957,5399802.9851,5477236.8296,5554744.8003,5631621.5031,5707542.4624,5783171.3218,5858371.7684,5933248.7176,6008063.5307,6082339.0865,6156284.16511,6230532.0792,6306207.3581,6383365.9761,6460766.8369,6538609.7742,6617074.6429,6705853.85669,6785700.78688,6865393.6714,6944587.4732,7020645.8504,7098447.553,7176198.327,7252530.4573,7326095.0089,7393582.6629,7452843.9204,7513936.2686,7576703.8863,7641733.6111
OPEC - South America,OPSA,15258.22,15687.3,16121.87,16562.21,17008.84,17461.43,17923.54,18394.96,18871.02,19348.92,19827.01,20304.89,20780.95,21254.52,21725.19,22193.82,22662.12,23131.69,23601.34,24066.59,24526.71,24979.92,25435.67,25892.7,26340.84,26785.8,27224.69,27649.36,28053.7,28438.3,28813.1,29185.21,29553.83,29912.2,30254.08,30573.97,30765.72,30565.33,29807.59,28938.1,28444.08,28237.83,28213.02,28300.86,28405.54
Pakistan,PAK,82291.01,85802.05,89089.24,92227.72,95164.94,98229.29,101606.8,105130.7,108724.8,112336.6,116155.6,120060.4,123546.8,127020.1,130748.1,134582.2,138557.1,142531.8,146522.3,150565.4,154879.1,159270.9,163222.5,167110.3,171286,175453.2,179682.7,184493.2,189499.1,194376.5,199239.1,203746.1,207667.1,211074,214264.7,217290.9,220138.9,223273.9,226928.9,230800.9,235001.8,239477.8,243700.7,247504.5,251269.2
Panama,PAN,1957.534,2004.418,2052.271,2101.106,2150.782,2200.915,2251.325,2301.97,2352.848,2403.82,2455.583,2508.265,2561.336,2615.099,2669.546,2724.557,2780.227,2836.695,2893.914,2951.822,3010.369,3069.537,3129.344,3189.807,3251.155,3313.026,3375.024,3437.49,3500.648,3564.381,3628.535,3693.505,3759.256,3825.329,3892.101,3960.035,4029.086,4098.707,4167.86,4234.7,4293.261,4345.405,4400.773,4458.759,4515.577
Peru,PER,17360.95,17798.8,18246.5,18705.96,19174.72,19648.21,20117.12,20582.32,21054.7,21532.59,22014.77,22483.78,22946.34,23413.78,23881.5,24348.92,24811.17,25274.14,25738.09,26186.5,26598.33,26964.6,27288.21,27580.49,27852.19,28101.18,28324.49,28530.7,28719.04,28896.81,29086.02,29304.08,29550.37,29817.92,30115.83,30457.6,30866.5,31324.64,31897.58,32449.3,32838.58,33155.88,33475.44,33845.61,34217.85
Persian Gulf,PERG,62318.7073,65425.8585,68667.1007,71446.356,74279.8362,77047.5485,79953.9292,82971.3479,85800.5377,88582.7085,90566.2592,92655.93,95306.7668,97100.9246,98790.3704,100825.2192,102937.2909,105234.0855,107718.6064,110299.7773,112942.8259,115927.2394,118480.089,121239.669,124712.673,128393.12,131712.479,134634.924,138104.029,141801.027,145264.207,148975.097,153144.504,157946.105,161796.954,166303.02,170295.002,172938.307,174514.4,176409.338,179516.817,180780.207,185051.258,189429.358,193541.747
Philippines,PHL,48043.74,49311.73,50695.7,52194.62,53726.18,55213.01,56645.07,58157.5,59739.05,61265.26,62854.66,64382.25,65926.12,67530.62,69019.29,70546.24,72190.24,73908.81,75791.03,77753.25,79625.39,81401.49,83068.89,84731.84,86394.51,88015.96,89508.98,91075.19,92699.09,94384.24,96337.12,98248.62,100175.5,102076.3,103767.1,105313,106735.7,108119.7,109465.3,110804.7,112081.2,113100.9,113964.4,114891.2,115843.7
Papua New Guinea,PNG,3131.512,3197.019,3264.291,3333.633,3405.198,3478.936,3554.793,3632.543,3711.88,3796.078,3896.481,4021.837,4166.699,4320.872,4480.208,4644.278,4813.361,4987.883,5166.39,5349.333,5537.064,5728.435,5924.003,6123.997,6328.041,6535.905,6747.72,6963.345,7183.002,7406.438,7633.523,7859.346,8081.39,8302.698,8523.441,8743.246,8961.718,9178.714,9394.513,9609.01,9815.746,10012.9,10203.17,10389.63,10576.5
Poland,POL,,,,,,,,,,37980.75,38128.88,38261.95,38377.28,38472.23,38552.14,38598.6,38628.11,38652.24,38664.36,38414.68,38257.46,38246.61,38227.41,38201.08,38180.12,38163.35,38137.32,38119.33,38128.29,38065.25,38047.77,38063.38,38063.01,38034.62,38010.2,37981.61,37970.8,37975.29,37974.27,37963.64,37405.15,36958.61,36804.74,36670.75,36536.7
Puerto Rico,PRI,3213.68,3256.565,3295.921,3332.645,3367.2,3399.311,3428.769,3457.138,3485.07,3512.009,3541.048,3573.669,3606.392,3637.206,3666.079,3693.598,3719.95,3745.58,3770.557,3794.476,3809.866,3813.013,3810.713,3806.043,3798.657,3788.415,3776.215,3763.088,3749.128,3735.015,3714.836,3683.71,3646.422,3606.769,3565.367,3521.811,3476.008,3371.874,3290.068,3288.028,3275.805,3253.21,3240.968,3242.023,3242.204
North Korea,PRK,18236.79,18501.29,18776.36,19054.03,19335.04,19620.39,19910.86,20205.48,20503.16,20804.37,21112.14,21428.64,21750.91,22073.35,22393.97,22669.3,22895.75,23110.83,23311.56,23497.6,23665.91,23815.36,23943.97,24090.38,24254.94,24396.43,24524.51,24646.38,24764.62,24878.33,24987.26,25097.87,25211.73,25329.45,25451.26,25575.35,25698.33,25817.71,25931.15,26037.63,26136.31,26232.53,26328.85,26418.2,26498.82
Portugal,PRT,9779.498,9859.439,9918.796,9962.364,10001.33,10025.37,10033.26,10028.83,10018.21,10002.75,9980.023,9957.684,9953.109,9967.104,9995.809,10030.55,10069.01,10115.18,10166.81,10225.63,10300.12,10370.71,10425.87,10462.38,10486.56,10505.5,10524.87,10545.56,10559.39,10569.55,10573,10564.12,10524.54,10466.51,10413.49,10378.52,10353.51,10339.04,10334.35,10359.68,10387.21,10411.06,10480.81,10593.56,10708.28
Paraguay,PRY,3053.235,3137.604,3226.189,3318.068,3412.936,3510.671,3611.474,3714.889,3820.546,3927.802,4035.747,4144.364,4253.6,4362.696,4471.417,4579.806,4687.543,4794.412,4900.025,5003.135,5100.868,5187.689,5261.328,5326.436,5388.175,5448.097,5505.148,5559.386,5613.574,5671.236,5737.971,5814.626,5897.008,5982.445,6069.811,6159.103,6249.126,6338.66,6427.382,6515.058,6603.739,6684.182,6760.464,6844.146,6929.153
Palestinian Territories,PSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2859.575,2962.888,3056.252,3151.793,3242.285,3322.364,3398.07,3475.177,3557.401,3645.096,3736.691,3829.041,3921.246,4016.916,4115.908,4215.313,4315.261,4415.882,4521.565,4632.739,4742.743,4850.592,4957.768,5069.692,5185.336,5305.27,5409.202,5495.443
French Polynesia,PYF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Qatar,QAT,275.913,293.553,311.537,329.709,347.878,365.94,382.422,397.005,411.264,425.646,440.175,454.853,469.657,484.545,499.459,514.325,529.019,550.5,580.54,612.5,644.989,677.925,711.205,744.682,773.332,825.408,972.831,1208.595,1426.938,1586.05,1709.229,1810.95,1907.117,2032.641,2218.372,2427.331,2599.372,2706.709,2761.142,2797.921,2803.375,2814.982,2892.455,2979.082,3048.423
Reunion,REU,553.134,560.977,569.639,579.232,589.683,600.411,610.883,621.104,631.26,641.485,652.572,664.455,676.42,688.1,699.365,710.455,721.452,732.712,744.065,754.114,763.14,772.236,781.303,790.561,797,800.224,806.679,818.729,830.488,838.467,844.471,846.782,845.058,847.596,858.67,865.012,862.86,858.754,856.942,857.327,861.446,868.079,871.54,874.883,878.591
Romania,ROU,22225.93,22370.87,22488.61,22568.79,22652.25,22744.4,22851.39,22963.02,23071.12,23173.94,23199.44,22953.38,22790.34,22759.47,22725.75,22677.24,22609.71,22547.01,22502.66,22467.9,22439.84,22057.35,21704.75,21561.03,21434.4,21304.02,21177.95,20821.1,20513.48,20349.29,20234.92,20134.64,20048.54,19974.6,19899.39,19801.86,19687.69,19574.91,19459.09,19360.95,19249.35,19102.16,19050.02,19062.69,18982.61
